tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
24-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-24 00:00:00,15.8,97.0,0.0,2.1,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-24 01:00:00,15.7,97.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-24 02:00:00,15.6,97.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-24 03:00:00,15.5,97.0,0.0,1.8,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-24 04:00:00,15.6,97.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-24 05:00:00,15.7,96.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-24 06:00:00,16.0,94.0,0.0,1.6,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-24 07:00:00,16.3,93.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
24-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-24 08:00:00,16.9,93.0,0.1,1.1,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-24 09:00:00,17.7,93.0,0.1,2.6,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-24 10:00:00,18.1,93.0,0.1,3.6,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-24 11:00:00,18.2,93.0,1.7,4.1,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-24 12:00:00,17.9,92.0,1.7,4.3,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-09-24 13:00:00,17.7,92.0,1.7,4.1,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-09-24 14:00:00,17.4,93.0,2.4,3.7,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-09-24 15:00:00,17.2,94.0,2.4,3.1,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-09-24 16:00:00,16.9,95.0,2.4,2.2,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-09-24 17:00:00,16.5,96.0,1.7,1.4,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-09-24 18:00:00,16.1,96.0,1.7,0.5,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-09-24 19:00:00,15.8,96.0,1.7,1.0,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-09-24 20:00:00,15.6,95.0,0.4,1.6,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-09-24 21:00:00,15.6,95.0,0.4,1.9,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-09-24 22:00:00,15.6,94.0,0.4,2.3,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-09-24 23:00:00,15.6,94.0,0.1,2.4,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-09-24 00:00:00,15.9,90.0,0.0,3.3,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,01:00,2026-09-24 01:00:00,15.6,89.0,0.0,4.0,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,02:00,2026-09-24 02:00:00,15.3,88.0,0.0,4.0,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,03:00,2026-09-24 03:00:00,15.0,88.0,0.0,3.3,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,04:00,2026-09-24 04:00:00,14.9,87.0,0.0,2.9,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,05:00,2026-09-24 05:00:00,15.0,85.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,06:00,2026-09-24 06:00:00,15.4,82.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,07:00,2026-09-24 07:00:00,16.1,79.0,0.0,2.2,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,08:00,2026-09-24 08:00:00,17.7,74.0,0.0,1.4,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,09:00,2026-09-24 09:00:00,19.8,68.0,0.0,0.5,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,10:00,2026-09-24 10:00:00,21.2,65.0,0.0,0.8,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,11:00,2026-09-24 11:00:00,21.7,66.0,0.1,1.8,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,ECMWF,Open-Meteo / ECMWF,12:00,2026-09-24 12:00:00,21.6,69.0,0.1,2.7,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,ECMWF,Open-Meteo / ECMWF,13:00,2026-09-24 13:00:00,21.2,73.0,0.1,3.4,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,ECMWF,Open-Meteo / ECMWF,14:00,2026-09-24 14:00:00,20.7,77.0,1.6,3.3,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,ECMWF,Open-Meteo / ECMWF,15:00,2026-09-24 15:00:00,20.1,81.0,1.6,2.6,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,ECMWF,Open-Meteo / ECMWF,16:00,2026-09-24 16:00:00,19.4,85.0,1.6,2.3,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,ECMWF,Open-Meteo / ECMWF,17:00,2026-09-24 17:00:00,18.7,89.0,0.7,1.4,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,ECMWF,Open-Meteo / ECMWF,18:00,2026-09-24 18:00:00,18.0,92.0,0.7,0.8,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,ECMWF,Open-Meteo / ECMWF,19:00,2026-09-24 19:00:00,17.5,94.0,0.7,0.7,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,ECMWF,Open-Meteo / ECMWF,20:00,2026-09-24 20:00:00,17.3,94.0,0.0,0.7,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,21:00,2026-09-24 21:00:00,17.2,93.0,0.0,0.4,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,22:00,2026-09-24 22:00:00,17.1,92.0,0.0,0.4,0.0,1.0,Berawan,wmo:3
24-09-2026,ECMWF,Open-Meteo / ECMWF,23:00,2026-09-24 23:00:00,16.6,93.0,0.0,1.1,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,00:00,2026-09-24 00:00:00,15.6,94.0,0.5,3.3,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,GFS,Open-Meteo / NOAA GFS,01:00,2026-09-24 01:00:00,15.4,94.0,0.0,2.9,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,02:00,2026-09-24 02:00:00,15.2,95.0,0.0,1.1,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,03:00,2026-09-24 03:00:00,15.1,95.0,0.0,2.6,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,04:00,2026-09-24 04:00:00,15.1,95.0,0.0,2.3,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,05:00,2026-09-24 05:00:00,15.0,95.0,0.0,2.8,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,06:00,2026-09-24 06:00:00,14.9,95.0,0.0,1.5,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,07:00,2026-09-24 07:00:00,15.1,95.0,0.0,4.1,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,08:00,2026-09-24 08:00:00,16.7,90.0,0.0,0.7,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,09:00,2026-09-24 09:00:00,17.5,87.0,0.0,1.6,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,10:00,2026-09-24 10:00:00,17.7,86.0,0.0,3.6,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,11:00,2026-09-24 11:00:00,19.6,76.0,0.0,3.6,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,12:00,2026-09-24 12:00:00,21.9,64.0,0.0,5.9,0.0,1.0,Berawan,wmo:3
24-09-2026,GFS,Open-Meteo / NOAA GFS,13:00,2026-09-24 13:00:00,21.1,70.0,0.8,8.2,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,GFS,Open-Meteo / NOAA GFS,14:00,2026-09-24 14:00:00,19.6,81.0,1.3,8.1,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,GFS,Open-Meteo / NOAA GFS,15:00,2026-09-24 15:00:00,17.7,90.0,1.4,5.8,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,GFS,Open-Meteo / NOAA GFS,16:00,2026-09-24 16:00:00,17.1,93.0,1.1,3.7,0.0,1.0,Hujan Ringan,wmo:55
24-09-2026,GFS,Open-Meteo / NOAA GFS,17:00,2026-09-24 17:00:00,17.0,94.0,0.6,3.2,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,GFS,Open-Meteo / NOAA GFS,18:00,2026-09-24 18:00:00,16.3,97.0,0.6,3.6,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,GFS,Open-Meteo / NOAA GFS,19:00,2026-09-24 19:00:00,15.6,99.0,0.6,3.1,0.0,1.0,Hujan Ringan,wmo:53
24-09-2026,GFS,Open-Meteo / NOAA GFS,20:00,2026-09-24 20:00:00,15.6,99.0,0.4,2.5,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,GFS,Open-Meteo / NOAA GFS,21:00,2026-09-24 21:00:00,15.6,99.0,0.3,2.4,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,GFS,Open-Meteo / NOAA GFS,22:00,2026-09-24 22:00:00,15.8,98.0,0.4,0.4,0.0,1.0,Hujan Ringan,wmo:51
24-09-2026,GFS,Open-Meteo / NOAA GFS,23:00,2026-09-24 23:00:00,15.6,97.0,1.7,2.6,0.0,1.0,Hujan Ringan,wmo:80
24-09-2026,ICON,Open-Meteo / DWD ICON,00:00,2026-09-24 00:00:00,16.4,96.0,0.0,1.0,0.0,1.0,Berawan,wmo:3
24-09-2026,ICON,Open-Meteo / DWD ICON,01:00,2026-09-24 01:00:00,16.3,95.0,0.0,3.4,0.0,1.0,Berawan,wmo:3
24-09-2026,ICON,Open-Meteo / DWD ICON,02:00,2026-09-24 02:00:00,16.0,95.0,0.0,3.4,0.0,1.0,Berawan,wmo:3
24-09-2026,ICON,Open-Meteo / DWD ICON,03:00,2026-09-24 03:00:00,15.6,96.0,0.0,4.1,0.0,1.0,Berawan,wmo:3
24-09-2026,ICON,Open-Meteo / DWD ICON,04:00,2026-09-24 04:00:00,15.5,95.0,0.0,4.2,0.0,1.0,Berawan,wmo:3
