jam,cuaca,suhu_C,kelembapan_RH_pct,heat_index_C,terasa_seperti_C,dew_point_C,tekanan_udara_hpa,peluang_hujan_pct,curah_hujan_p50_mm,curah_hujan_p90_mm,angin_kmh,hembusan_angin_p90_kmh,arah_angin_derajat,tutupan_awan_pct,jarak_pandang_p10_m,indeks_uv,risiko_hujan,saran
00:00,Hujan Ringan,16.0,96.0,16.0,16.0,,,50.0,0.0,0.1,2.4,,,75.0,,,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
01:00,Hujan Ringan,15.9,96.0,15.9,15.9,,,50.0,0.0,0.3,3.4,,,75.0,,,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
02:00,Berawan,15.9,96.0,15.9,15.9,,,16.7,0.0,0.4,4.2,,,75.0,,,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
03:00,Berawan,15.8,95.0,15.8,15.8,,,16.7,0.0,0.2,3.6,,,75.0,,,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
04:00,Berawan,15.8,94.0,15.8,15.8,,,16.7,0.0,0.1,3.8,,,75.0,,,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
05:00,Berawan,15.8,94.0,15.8,15.8,,,0.0,0.0,0.0,4.3,,,75.0,,,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
06:00,Berawan,15.8,95.0,15.8,15.8,,,0.0,0.0,0.0,4.0,,,75.0,,,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
07:00,Berawan,16.4,92.0,16.4,16.4,,,0.0,0.0,0.0,4.3,,,75.0,,,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
08:00,Berawan,17.9,87.0,17.9,17.9,,,0.0,0.0,0.0,2.1,,,75.0,,,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
09:00,Berawan,19.3,78.0,19.3,19.3,,,0.0,0.0,0.0,1.8,,,75.0,,,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
10:00,Berawan,20.6,73.0,20.6,20.6,,,16.7,0.0,0.1,2.9,,,75.0,,,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
11:00,Hujan Ringan,20.9,75.0,20.9,20.9,,,83.3,0.2,1.6,2.0,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
12:00,Hujan Ringan,20.7,80.0,20.7,20.7,,,83.3,0.2,1.6,3.6,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
13:00,Hujan Ringan,20.4,85.0,20.4,20.4,,,83.3,0.2,1.6,5.2,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
14:00,Hujan Ringan,20.2,89.0,20.2,20.2,,,100.0,1.4,3.4,5.1,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
15:00,Hujan Ringan,19.9,87.0,19.9,19.9,,,100.0,0.9,3.4,5.0,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
16:00,Hujan Ringan,19.6,91.0,19.6,19.6,,,100.0,0.7,3.4,4.7,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
17:00,Hujan Ringan,19.0,94.0,19.0,19.0,,,66.7,0.7,4.1,3.6,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
18:00,Hujan Ringan,18.2,95.0,18.2,18.2,,,66.7,0.8,4.1,4.0,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
19:00,Hujan Ringan,17.7,96.0,17.7,17.7,,,66.7,0.9,4.1,3.2,,,88.0,,,high,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
20:00,Berawan,17.4,96.0,17.4,17.4,,,33.3,0.0,1.0,3.1,,,75.0,,,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
21:00,Berawan,16.9,94.0,16.9,16.9,,,33.3,0.0,1.0,2.7,,,75.0,,,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
22:00,Berawan,16.4,95.0,16.4,16.4,,,33.3,0.0,1.0,2.9,,,75.0,,,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
23:00,Berawan,16.1,94.0,16.1,16.1,,,33.3,0.0,0.8,3.3,,,75.0,,,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
