tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
21-09-2026,BMKG,BMKG,00:00,2026-09-21 01:00:00,18.0,79.0,,1.4,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,01:00,2026-09-21 01:00:00,18.0,79.0,,1.4,0.0,1.2416,Berawan,Berawan
21-09-2026,BMKG,BMKG,02:00,2026-09-21 01:00:00,18.0,79.0,,1.4,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,03:00,2026-09-21 04:00:00,17.0,78.0,,0.7,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,04:00,2026-09-21 04:00:00,17.0,78.0,,0.7,0.0,1.2416,Berawan,Berawan
21-09-2026,BMKG,BMKG,05:00,2026-09-21 04:00:00,17.0,78.0,,0.7,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,06:00,2026-09-21 07:00:00,19.0,87.0,,1.1,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,07:00,2026-09-21 07:00:00,19.0,87.0,,1.1,0.0,1.2416,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,08:00,2026-09-21 07:00:00,19.0,87.0,,1.1,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,09:00,2026-09-21 10:00:00,23.0,61.0,,7.9,60.0,0.9312,Cerah,Cerah
21-09-2026,BMKG,BMKG,10:00,2026-09-21 10:00:00,23.0,61.0,,7.9,0.0,1.2416,Cerah,Cerah
21-09-2026,BMKG,BMKG,11:00,2026-09-21 10:00:00,23.0,61.0,,7.9,60.0,0.9312,Cerah,Cerah
21-09-2026,BMKG,BMKG,12:00,2026-09-21 13:00:00,24.0,58.0,,7.9,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,13:00,2026-09-21 13:00:00,24.0,58.0,,7.9,0.0,1.2416,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,14:00,2026-09-21 13:00:00,24.0,58.0,,7.9,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,15:00,2026-09-21 16:00:00,20.0,88.0,,0.4,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,16:00,2026-09-21 16:00:00,20.0,88.0,,0.4,0.0,1.2416,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,17:00,2026-09-21 16:00:00,20.0,88.0,,0.4,60.0,0.9312,Cerah Berawan,Cerah Berawan
21-09-2026,BMKG,BMKG,18:00,2026-09-21 19:00:00,18.0,97.0,,0.4,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,19:00,2026-09-21 19:00:00,18.0,97.0,,0.4,0.0,1.2416,Berawan,Berawan
21-09-2026,BMKG,BMKG,20:00,2026-09-21 19:00:00,18.0,97.0,,0.4,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,21:00,2026-09-21 22:00:00,17.0,98.0,,0.7,60.0,0.9312,Berawan,Berawan
21-09-2026,BMKG,BMKG,22:00,2026-09-21 22:00:00,17.0,98.0,,0.7,0.0,1.2416,Berawan,Berawan
21-09-2026,BMKG,BMKG,23:00,2026-09-21 22:00:00,17.0,98.0,,0.7,60.0,0.9312,Berawan,Berawan
21-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-21 00:00:00,15.6,96.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-21 01:00:00,15.3,95.0,0.0,2.5,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-21 02:00:00,15.1,95.0,0.0,2.6,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-21 03:00:00,14.9,94.0,0.0,3.0,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-21 04:00:00,14.9,94.0,0.0,3.3,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-21 05:00:00,15.2,95.0,0.0,3.3,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-21 06:00:00,15.7,95.0,0.0,3.0,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-21 07:00:00,16.6,93.0,0.0,2.2,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-21 08:00:00,18.3,85.0,0.0,2.3,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-21 09:00:00,20.5,75.0,0.0,4.7,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-21 10:00:00,22.0,69.0,0.0,6.6,0.0,1.0,Berawan,wmo:3
21-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-21 11:00:00,22.1,73.0,0.4,7.4,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-21 12:00:00,21.6,82.0,0.4,8.2,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-09-21 13:00:00,21.1,88.0,0.4,8.7,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-09-21 14:00:00,21.1,88.0,0.6,8.7,0.0,1.0,Hujan Ringan,wmo:53
21-09-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-09-21 15:00:00,21.2,86.0,0.6,8.8,0.0,1.0,Hujan Ringan,wmo:53
21-09-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-09-21 16:00:00,21.0,85.0,0.6,8.0,0.0,1.0,Hujan Ringan,wmo:53
21-09-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-09-21 17:00:00,20.1,88.0,2.3,6.2,0.0,1.0,Hujan Ringan,wmo:80
21-09-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-09-21 18:00:00,18.8,93.0,2.3,3.7,0.0,1.0,Hujan Ringan,wmo:80
21-09-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-09-21 19:00:00,17.7,97.0,2.3,1.5,0.0,1.0,Hujan Ringan,wmo:80
21-09-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-09-21 20:00:00,16.9,99.0,0.1,0.8,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-09-21 21:00:00,16.3,99.0,0.1,0.4,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-09-21 22:00:00,15.9,99.0,0.1,0.0,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-09-21 23:00:00,16.0,99.0,0.0,0.8,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-09-21 00:00:00,17.7,85.0,0.0,2.6,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,01:00,2026-09-21 01:00:00,17.6,83.0,0.0,1.8,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,02:00,2026-09-21 02:00:00,17.7,81.0,0.0,1.5,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,03:00,2026-09-21 03:00:00,17.8,78.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,04:00,2026-09-21 04:00:00,18.0,77.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,05:00,2026-09-21 05:00:00,17.9,77.0,0.0,1.1,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,06:00,2026-09-21 06:00:00,17.8,78.0,0.0,1.5,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,07:00,2026-09-21 07:00:00,18.1,78.0,0.0,1.1,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,08:00,2026-09-21 08:00:00,19.3,77.0,0.0,0.4,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,09:00,2026-09-21 09:00:00,20.8,76.0,0.0,1.9,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,10:00,2026-09-21 10:00:00,22.1,74.0,0.0,2.9,0.0,1.0,Berawan,wmo:3
21-09-2026,ECMWF,Open-Meteo / ECMWF,11:00,2026-09-21 11:00:00,22.7,72.0,0.4,3.1,0.0,1.0,Hujan Ringan,wmo:51
21-09-2026,ECMWF,Open-Meteo / ECMWF,12:00,2026-09-21 12:00:00,23.0,70.0,0.4,3.8,0.0,1.0,Hujan Ringan,wmo:51
