tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
12-09-2026,BMKG,BMKG,00:00,2026-09-12 01:00:00,17.0,92.0,,1.2,60.0,0.9233,Berawan,Berawan
12-09-2026,BMKG,BMKG,01:00,2026-09-12 01:00:00,17.0,92.0,,1.2,0.0,1.231,Berawan,Berawan
12-09-2026,BMKG,BMKG,02:00,2026-09-12 01:00:00,17.0,92.0,,1.2,60.0,0.9233,Berawan,Berawan
12-09-2026,BMKG,BMKG,03:00,2026-09-12 04:00:00,16.0,92.0,,1.4,60.0,0.9233,Berawan,Berawan
12-09-2026,BMKG,BMKG,04:00,2026-09-12 04:00:00,16.0,92.0,,1.4,0.0,1.231,Berawan,Berawan
12-09-2026,BMKG,BMKG,05:00,2026-09-12 04:00:00,16.0,92.0,,1.4,60.0,0.9233,Berawan,Berawan
12-09-2026,BMKG,BMKG,06:00,2026-09-12 07:00:00,18.0,93.0,,2.8,60.0,0.9233,Cerah Berawan,Cerah Berawan
12-09-2026,BMKG,BMKG,07:00,2026-09-12 07:00:00,18.0,93.0,,2.8,0.0,1.231,Cerah Berawan,Cerah Berawan
12-09-2026,BMKG,BMKG,08:00,2026-09-12 07:00:00,18.0,93.0,,2.8,60.0,0.9233,Cerah Berawan,Cerah Berawan
12-09-2026,BMKG,BMKG,09:00,2026-09-12 10:00:00,23.0,73.0,,5.0,60.0,0.9233,Berawan,Udara Kabur
12-09-2026,BMKG,BMKG,10:00,2026-09-12 10:00:00,23.0,73.0,,5.0,0.0,1.231,Berawan,Udara Kabur
12-09-2026,BMKG,BMKG,11:00,2026-09-12 10:00:00,23.0,73.0,,5.0,60.0,0.9233,Berawan,Udara Kabur
12-09-2026,BMKG,BMKG,12:00,2026-09-12 13:00:00,20.0,90.0,,5.0,60.0,0.9233,Hujan Ringan,Hujan Ringan
12-09-2026,BMKG,BMKG,13:00,2026-09-12 13:00:00,20.0,90.0,,5.0,0.0,1.231,Hujan Ringan,Hujan Ringan
12-09-2026,BMKG,BMKG,14:00,2026-09-12 13:00:00,20.0,90.0,,5.0,60.0,0.9233,Hujan Ringan,Hujan Ringan
12-09-2026,BMKG,BMKG,15:00,2026-09-12 16:00:00,19.0,94.0,,1.1,60.0,0.9233,Hujan Lebat,Hujan Petir
12-09-2026,BMKG,BMKG,16:00,2026-09-12 16:00:00,19.0,94.0,,1.1,0.0,1.231,Hujan Lebat,Hujan Petir
12-09-2026,BMKG,BMKG,17:00,2026-09-12 16:00:00,19.0,94.0,,1.1,60.0,0.9233,Hujan Lebat,Hujan Petir
12-09-2026,BMKG,BMKG,18:00,2026-09-12 19:00:00,18.0,97.0,,1.1,60.0,0.9233,Hujan Lebat,Petir
12-09-2026,BMKG,BMKG,19:00,2026-09-12 19:00:00,18.0,97.0,,1.1,0.0,1.231,Hujan Lebat,Petir
12-09-2026,BMKG,BMKG,20:00,2026-09-12 19:00:00,18.0,97.0,,1.1,60.0,0.9233,Hujan Lebat,Petir
12-09-2026,BMKG,BMKG,21:00,2026-09-12 22:00:00,17.0,95.0,,2.6,60.0,0.9233,Berawan,Berawan
12-09-2026,BMKG,BMKG,22:00,2026-09-12 22:00:00,17.0,95.0,,2.6,0.0,1.231,Berawan,Berawan
12-09-2026,BMKG,BMKG,23:00,2026-09-12 22:00:00,17.0,95.0,,2.6,60.0,0.9233,Berawan,Berawan
12-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-12 00:00:00,20.3,97.0,0.4,0.4,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-12 01:00:00,20.1,97.0,0.4,1.1,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-12 02:00:00,19.9,97.0,0.1,1.9,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-12 03:00:00,19.6,97.0,0.1,2.6,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-12 04:00:00,19.5,97.0,0.1,3.1,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-12 05:00:00,19.4,96.0,0.0,3.6,0.0,1.0,Berawan,wmo:3
12-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-12 06:00:00,19.4,94.0,0.0,3.9,0.0,1.0,Berawan,wmo:3
12-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-12 07:00:00,19.7,92.0,0.0,3.2,0.0,1.0,Berawan,wmo:3
12-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-12 08:00:00,20.6,91.0,0.1,1.4,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-12 09:00:00,21.8,89.0,0.1,1.8,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-12 10:00:00,22.5,89.0,0.1,3.9,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-12 11:00:00,22.5,90.0,1.9,4.8,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-12 12:00:00,22.1,92.0,1.9,5.4,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-09-12 13:00:00,21.8,94.0,1.9,5.4,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-09-12 14:00:00,21.8,94.0,1.6,5.2,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-09-12 15:00:00,21.9,94.0,1.6,4.9,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-09-12 16:00:00,21.8,94.0,1.6,4.7,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-09-12 17:00:00,21.4,95.0,0.4,4.0,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-09-12 18:00:00,20.9,96.0,0.4,2.7,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-09-12 19:00:00,20.4,96.0,0.4,1.8,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-09-12 20:00:00,20.0,96.0,0.6,1.5,0.0,1.0,Hujan Ringan,wmo:53
12-09-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-09-12 21:00:00,19.6,95.0,0.6,1.3,0.0,1.0,Hujan Ringan,wmo:53
12-09-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-09-12 22:00:00,19.3,94.0,0.6,1.1,0.0,1.0,Hujan Ringan,wmo:53
12-09-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-09-12 23:00:00,19.3,94.0,0.1,0.8,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-09-12 00:00:00,20.0,94.0,0.0,0.8,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,01:00,2026-09-12 01:00:00,19.8,93.0,0.0,0.5,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,02:00,2026-09-12 02:00:00,19.5,93.0,0.0,0.5,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,03:00,2026-09-12 03:00:00,19.1,94.0,0.0,0.7,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,04:00,2026-09-12 04:00:00,18.8,95.0,0.0,1.1,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,05:00,2026-09-12 05:00:00,18.7,95.0,0.0,1.8,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,06:00,2026-09-12 06:00:00,18.8,94.0,0.0,2.9,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,07:00,2026-09-12 07:00:00,19.2,93.0,0.0,2.9,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,08:00,2026-09-12 08:00:00,20.3,90.0,0.0,1.3,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,09:00,2026-09-12 09:00:00,21.9,86.0,0.0,1.8,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,10:00,2026-09-12 10:00:00,22.9,84.0,0.0,3.0,0.0,1.0,Berawan,wmo:3
12-09-2026,ECMWF,Open-Meteo / ECMWF,11:00,2026-09-12 11:00:00,23.0,84.0,1.4,2.6,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,ECMWF,Open-Meteo / ECMWF,12:00,2026-09-12 12:00:00,22.6,84.0,1.4,2.9,0.0,1.0,Hujan Ringan,wmo:61
12-09-2026,ECMWF,Open-Meteo / ECMWF,13:00,2026-09-12 13:00:00,22.2,86.0,1.4,3.6,0.0,1.0,Hujan Ringan,wmo:61
12-09-2026,ECMWF,Open-Meteo / ECMWF,14:00,2026-09-12 14:00:00,21.9,88.0,6.8,3.2,0.0,1.0,Hujan Sedang,wmo:63
12-09-2026,ECMWF,Open-Meteo / ECMWF,15:00,2026-09-12 15:00:00,21.5,91.0,6.8,2.5,0.0,1.0,Hujan Sedang,wmo:81
12-09-2026,ECMWF,Open-Meteo / ECMWF,16:00,2026-09-12 16:00:00,21.2,94.0,6.8,1.5,0.0,1.0,Hujan Sedang,wmo:81
12-09-2026,ECMWF,Open-Meteo / ECMWF,17:00,2026-09-12 17:00:00,20.8,96.0,1.9,1.0,0.0,1.0,Hujan Ringan,wmo:80
12-09-2026,ECMWF,Open-Meteo / ECMWF,18:00,2026-09-12 18:00:00,20.5,97.0,1.9,1.5,0.0,1.0,Hujan Ringan,wmo:61
12-09-2026,ECMWF,Open-Meteo / ECMWF,19:00,2026-09-12 19:00:00,20.2,98.0,1.9,1.8,0.0,1.0,Hujan Ringan,wmo:61
12-09-2026,ECMWF,Open-Meteo / ECMWF,20:00,2026-09-12 20:00:00,20.1,98.0,0.2,1.1,0.0,1.0,Hujan Ringan,wmo:51
12-09-2026,ECMWF,Open-Meteo / ECMWF,21:00,2026-09-12 21:00:00,20.0,98.0,0.2,0.5,0.0,1.0,Hujan Ringan,wmo:51
