date,location_slug,rain_mm
2004-05-31,gpm4,12.495
2004-05-31,gpm5,15.835
2004-05-31,gpm6,8.33
2004-06-01,gpm1,0.975
2004-06-01,gpm2,0.39
2004-06-01,gpm3,0.36
2004-06-01,gpm4,1.33
2004-06-01,gpm5,2.095
2004-06-01,gpm6,2.98
2004-06-02,gpm1,0.0
2004-06-02,gpm2,1.22
2004-06-02,gpm3,0.285
2004-06-02,gpm4,3.615
2004-06-02,gpm5,1.6
2004-06-02,gpm6,0.945
2004-06-03,gpm1,19.185
2004-06-03,gpm2,21.925
2004-06-03,gpm3,21.685
2004-06-03,gpm4,10.03
2004-06-03,gpm5,9.91
2004-06-03,gpm6,10.94
2004-06-04,gpm1,31.18
2004-06-04,gpm2,39.3
2004-06-04,gpm3,44.0
2004-06-04,gpm4,27.665
2004-06-04,gpm5,25.2
2004-06-04,gpm6,30.525
2004-06-05,gpm1,1.32
2004-06-05,gpm2,1.045
2004-06-05,gpm3,0.905
2004-06-05,gpm4,2.625
2004-06-05,gpm5,0.845
2004-06-05,gpm6,0.68
2004-06-06,gpm1,4.465
2004-06-06,gpm2,3.1
2004-06-06,gpm3,2.34
2004-06-06,gpm4,5.53
2004-06-06,gpm5,4.545
2004-06-06,gpm6,4.68
2004-06-07,gpm1,11.37
2004-06-07,gpm2,14.0
2004-06-07,gpm3,13.95
2004-06-07,gpm4,17.86
2004-06-07,gpm5,15.865
2004-06-07,gpm6,19.56
2004-06-08,gpm1,1.02
2004-06-08,gpm2,2.35
2004-06-08,gpm3,2.035
2004-06-08,gpm4,3.76
2004-06-08,gpm5,9.585
2004-06-08,gpm6,2.38
2004-06-09,gpm1,4.09
2004-06-09,gpm2,4.085
2004-06-09,gpm3,8.59
2004-06-09,gpm4,8.405
2004-06-09,gpm5,11.815
2004-06-09,gpm6,18.335
2004-06-10,gpm1,0.75
2004-06-10,gpm2,0.455
2004-06-10,gpm3,0.31
2004-06-10,gpm4,1.19
2004-06-10,gpm5,0.395
2004-06-10,gpm6,1.815
2004-06-11,gpm1,0.22
2004-06-11,gpm2,1.285
2004-06-11,gpm3,0.0
2004-06-11,gpm4,1.13
2004-06-11,gpm5,3.85
2004-06-11,gpm6,0.13
2004-06-12,gpm1,0.035
2004-06-12,gpm2,0.455
2004-06-12,gpm3,0.205
2004-06-12,gpm4,1.385
2004-06-12,gpm5,2.34
2004-06-12,gpm6,0.195
2004-06-13,gpm1,0.235
2004-06-13,gpm2,1.005
2004-06-13,gpm3,1.575
2004-06-13,gpm4,2.54
2004-06-13,gpm5,3.775
2004-06-13,gpm6,2.175
2004-06-14,gpm1,7.18
2004-06-14,gpm2,7.325
2004-06-14,gpm3,6.035
2004-06-14,gpm4,5.125
2004-06-14,gpm5,3.15
2004-06-14,gpm6,2.405
2004-06-15,gpm1,0.94
2004-06-15,gpm2,0.66
2004-06-15,gpm3,0.49
2004-06-15,gpm4,3.855
2004-06-15,gpm5,2.915
2004-06-15,gpm6,1.23
2004-06-16,gpm1,0.565
2004-06-16,gpm2,0.755
2004-06-16,gpm3,1.34
2004-06-16,gpm4,1.1
2004-06-16,gpm5,0.39
2004-06-16,gpm6,0.29
2004-06-17,gpm1,0.02
2004-06-17,gpm2,0.79
2004-06-17,gpm3,0.0
2004-06-17,gpm4,0.0
2004-06-17,gpm5,1.265
2004-06-17,gpm6,0.0
2004-06-18,gpm1,0.345
2004-06-18,gpm2,0.25
2004-06-18,gpm3,0.0
2004-06-18,gpm4,4.18
2004-06-18,gpm5,2.28
2004-06-18,gpm6,0.0
2004-06-19,gpm1,1.01
2004-06-19,gpm2,1.335
2004-06-19,gpm3,0.095
2004-06-19,gpm4,1.565
2004-06-19,gpm5,2.005
2004-06-19,gpm6,0.285
2004-06-20,gpm1,0.67
2004-06-20,gpm2,0.16
2004-06-20,gpm3,0.115
2004-06-20,gpm4,4.15
2004-06-20,gpm5,7.245
2004-06-20,gpm6,0.095
2004-06-21,gpm1,0.0
2004-06-21,gpm2,0.0
2004-06-21,gpm3,0.0
2004-06-21,gpm4,0.755
2004-06-21,gpm5,0.01
2004-06-21,gpm6,0.04
2004-06-22,gpm1,0.27
2004-06-22,gpm2,0.295
2004-06-22,gpm3,0.0
2004-06-22,gpm4,0.0
2004-06-22,gpm5,3.345
2004-06-22,gpm6,0.0
2004-06-23,gpm1,0.0
2004-06-23,gpm2,0.0
2004-06-23,gpm3,0.0
2004-06-23,gpm4,0.0
2004-06-23,gpm5,2.21
2004-06-23,gpm6,0.0
2004-06-24,gpm1,1.92
2004-06-24,gpm2,4.765
2004-06-24,gpm3,1.84
2004-06-24,gpm4,2.12
2004-06-24,gpm5,2.795
2004-06-24,gpm6,2.315
2004-06-25,gpm1,29.05
2004-06-25,gpm2,9.425
2004-06-25,gpm3,17.8
2004-06-25,gpm4,19.335
2004-06-25,gpm5,23.19
2004-06-25,gpm6,24.83
2004-06-26,gpm1,2.995
2004-06-26,gpm2,1.79
2004-06-26,gpm3,0.56
2004-06-26,gpm4,3.435
2004-06-26,gpm5,4.705
2004-06-26,gpm6,2.585
2004-06-27,gpm1,2.375
2004-06-27,gpm2,2.265
2004-06-27,gpm3,3.25
2004-06-27,gpm4,2.91
2004-06-27,gpm5,3.52
2004-06-27,gpm6,3.6
2004-06-28,gpm1,3.025
2004-06-28,gpm2,3.35
2004-06-28,gpm3,2.62
2004-06-28,gpm4,1.585
2004-06-28,gpm5,1.635
2004-06-28,gpm6,2.095
2004-06-29,gpm1,0.375
2004-06-29,gpm2,0.32
2004-06-29,gpm3,0.24
2004-06-29,gpm4,3.565
2004-06-29,gpm5,1.18
2004-06-29,gpm6,1.635
2004-06-30,gpm1,2.905
2004-06-30,gpm2,2.285
2004-06-30,gpm3,1.87
2004-06-30,gpm4,1.54
2004-06-30,gpm5,1.13
2004-06-30,gpm6,2.17
2004-07-01,gpm1,0.275
2004-07-01,gpm2,0.005
2004-07-01,gpm3,0.0
2004-07-01,gpm4,0.42
2004-07-01,gpm5,2.565
2004-07-01,gpm6,0.0
2004-07-02,gpm1,0.695
2004-07-02,gpm2,1.115
2004-07-02,gpm3,1.855
2004-07-02,gpm4,1.105
2004-07-02,gpm5,1.215
2004-07-02,gpm6,0.935
2004-07-03,gpm1,7.48
2004-07-03,gpm2,7.495
2004-07-03,gpm3,5.72
2004-07-03,gpm4,4.255
2004-07-03,gpm5,5.755
2004-07-03,gpm6,5.22
2004-07-04,gpm1,0.315
2004-07-04,gpm2,0.74
2004-07-04,gpm3,0.07
2004-07-04,gpm4,2.525
2004-07-04,gpm5,3.19
2004-07-04,gpm6,0.175
2004-07-05,gpm1,1.755
2004-07-05,gpm2,1.185
2004-07-05,gpm3,3.405
2004-07-05,gpm4,4.64
2004-07-05,gpm5,5.115
2004-07-05,gpm6,7.53
2004-07-06,gpm1,3.89
2004-07-06,gpm2,1.085
2004-07-06,gpm3,3.165
2004-07-06,gpm4,6.735
2004-07-06,gpm5,2.965
2004-07-06,gpm6,3.595
2004-07-07,gpm1,8.17
2004-07-07,gpm2,6.4
2004-07-07,gpm3,10.99
2004-07-07,gpm4,6.26
2004-07-07,gpm5,5.285
2004-07-07,gpm6,9.295
2004-07-08,gpm1,0.995
2004-07-08,gpm2,1.13
2004-07-08,gpm3,0.4
2004-07-08,gpm4,0.17
2004-07-08,gpm5,1.605
2004-07-08,gpm6,0.445
2004-07-09,gpm1,4.205
2004-07-09,gpm2,3.08
2004-07-09,gpm3,3.015
2004-07-09,gpm4,3.815
2004-07-09,gpm5,3.435
2004-07-09,gpm6,5.265
2004-07-10,gpm1,14.435
2004-07-10,gpm2,23.5
2004-07-10,gpm3,9.24
2004-07-10,gpm4,12.7
2004-07-10,gpm5,8.985
2004-07-10,gpm6,4.05
2004-07-11,gpm1,3.625
2004-07-11,gpm2,4.015
2004-07-11,gpm3,2.005
2004-07-11,gpm4,3.83
2004-07-11,gpm5,2.515
2004-07-11,gpm6,0.655
2004-07-12,gpm1,0.485
2004-07-12,gpm2,0.905
2004-07-12,gpm3,0.795
2004-07-12,gpm4,2.675
2004-07-12,gpm5,0.94
2004-07-12,gpm6,0.51
2004-07-13,gpm1,6.94
2004-07-13,gpm2,0.58
2004-07-13,gpm3,0.63
2004-07-13,gpm4,2.115
2004-07-13,gpm5,3.46
2004-07-13,gpm6,1.285
2004-07-14,gpm1,0.625
2004-07-14,gpm2,1.965
2004-07-14,gpm3,2.375
2004-07-14,gpm4,1.505
2004-07-14,gpm5,2.395
2004-07-14,gpm6,2.9
2004-07-15,gpm1,3.52
2004-07-15,gpm2,10.005
2004-07-15,gpm3,1.56
2004-07-15,gpm4,6.035
2004-07-15,gpm5,18.525
2004-07-15,gpm6,2.645
2004-07-16,gpm1,3.33
2004-07-16,gpm2,3.215
2004-07-16,gpm3,7.815
2004-07-16,gpm4,4.655
2004-07-16,gpm5,4.2
2004-07-16,gpm6,8.37
2004-07-17,gpm1,4.04
2004-07-17,gpm2,5.065
2004-07-17,gpm3,3.37
2004-07-17,gpm4,6.71
2004-07-17,gpm5,10.19
2004-07-17,gpm6,6.945
2004-07-18,gpm1,0.665
2004-07-18,gpm2,0.155
2004-07-18,gpm3,0.0
2004-07-18,gpm4,0.725
2004-07-18,gpm5,2.0
2004-07-18,gpm6,0.48
2004-07-19,gpm1,3.285
2004-07-19,gpm2,2.465
2004-07-19,gpm3,1.945
2004-07-19,gpm4,3.225
2004-07-19,gpm5,1.535
2004-07-19,gpm6,1.21
2004-07-20,gpm1,0.035
2004-07-20,gpm2,0.025
2004-07-20,gpm3,0.055
2004-07-20,gpm4,0.03
2004-07-20,gpm5,0.21
2004-07-20,gpm6,0.015
2004-07-21,gpm1,10.22
2004-07-21,gpm2,10.56
2004-07-21,gpm3,10.13
2004-07-21,gpm4,8.44
2004-07-21,gpm5,8.515
2004-07-21,gpm6,12.27
2004-07-22,gpm1,13.465
2004-07-22,gpm2,18.615
2004-07-22,gpm3,19.835
2004-07-22,gpm4,8.605
2004-07-22,gpm5,13.44
2004-07-22,gpm6,14.57
2004-07-23,gpm1,11.005
2004-07-23,gpm2,8.31
2004-07-23,gpm3,6.885
2004-07-23,gpm4,7.94
2004-07-23,gpm5,6.83
2004-07-23,gpm6,10.04
2004-07-24,gpm1,8.645
2004-07-24,gpm2,10.54
2004-07-24,gpm3,11.73
2004-07-24,gpm4,18.455
2004-07-24,gpm5,12.295
2004-07-24,gpm6,14.31
2004-07-25,gpm1,7.645
2004-07-25,gpm2,8.55
2004-07-25,gpm3,9.325
2004-07-25,gpm4,5.77
2004-07-25,gpm5,8.29
2004-07-25,gpm6,8.77
2004-07-26,gpm1,1.035
2004-07-26,gpm2,1.215
2004-07-26,gpm3,1.55
2004-07-26,gpm4,1.97
2004-07-26,gpm5,2.77
2004-07-26,gpm6,3.95
2004-07-27,gpm1,8.8
2004-07-27,gpm2,1.03
2004-07-27,gpm3,9.47
2004-07-27,gpm4,9.62
2004-07-27,gpm5,4.11
2004-07-27,gpm6,3.695
2004-07-28,gpm1,8.88
2004-07-28,gpm2,10.215
2004-07-28,gpm3,16.67
2004-07-28,gpm4,8.355
2004-07-28,gpm5,10.28
2004-07-28,gpm6,15.49
2004-07-29,gpm1,8.815
2004-07-29,gpm2,7.73
2004-07-29,gpm3,7.425
2004-07-29,gpm4,9.74
2004-07-29,gpm5,11.42
2004-07-29,gpm6,7.75
2004-07-30,gpm1,0.66
2004-07-30,gpm2,0.57
2004-07-30,gpm3,1.39
2004-07-30,gpm4,1.265
2004-07-30,gpm5,0.685
2004-07-30,gpm6,1.72
2004-07-31,gpm1,1.395
2004-07-31,gpm2,0.28
2004-07-31,gpm3,0.85
2004-07-31,gpm4,1.825
2004-07-31,gpm5,3.93
2004-07-31,gpm6,1.275
2004-08-01,gpm1,0.29
2004-08-01,gpm2,0.2
2004-08-01,gpm3,0.0
2004-08-01,gpm4,1.25
2004-08-01,gpm5,1.045
2004-08-01,gpm6,0.31
2004-08-02,gpm1,0.0
2004-08-02,gpm2,0.0
2004-08-02,gpm3,0.0
2004-08-02,gpm4,1.29
2004-08-02,gpm5,1.205
2004-08-02,gpm6,0.0
2004-08-03,gpm1,0.2
2004-08-03,gpm2,0.58
2004-08-03,gpm3,0.685
2004-08-03,gpm4,1.06
2004-08-03,gpm5,0.56
2004-08-03,gpm6,0.835
2004-08-04,gpm1,0.0
2004-08-04,gpm2,0.0
2004-08-04,gpm3,0.0
2004-08-04,gpm4,0.0
2004-08-04,gpm5,0.0
2004-08-04,gpm6,1.53
2004-08-05,gpm1,0.0
2004-08-05,gpm2,0.0
2004-08-05,gpm3,0.0
2004-08-05,gpm4,0.51
2004-08-05,gpm5,0.16
2004-08-05,gpm6,0.0
2004-08-06,gpm1,2.225
2004-08-06,gpm2,2.695
2004-08-06,gpm3,2.805
2004-08-06,gpm4,2.24
2004-08-06,gpm5,0.705
2004-08-06,gpm6,0.265
2004-08-07,gpm1,0.41
2004-08-07,gpm2,1.525
2004-08-07,gpm3,0.22
2004-08-07,gpm4,1.29
2004-08-07,gpm5,3.415
2004-08-07,gpm6,2.315
2004-08-08,gpm1,0.785
2004-08-08,gpm2,1.16
2004-08-08,gpm3,0.82
2004-08-08,gpm4,0.4
2004-08-08,gpm5,0.495
2004-08-08,gpm6,0.75
2004-08-09,gpm1,0.665
2004-08-09,gpm2,0.78
2004-08-09,gpm3,1.88
2004-08-09,gpm4,0.735
2004-08-09,gpm5,4.11
2004-08-09,gpm6,0.055
2004-08-10,gpm1,2.61
2004-08-10,gpm2,2.79
2004-08-10,gpm3,4.67
2004-08-10,gpm4,3.125
2004-08-10,gpm5,3.185
2004-08-10,gpm6,3.15
2004-08-11,gpm1,1.805
2004-08-11,gpm2,3.22
2004-08-11,gpm3,8.07
2004-08-11,gpm4,1.48
2004-08-11,gpm5,2.01
2004-08-11,gpm6,1.605
2004-08-12,gpm1,20.125
2004-08-12,gpm2,0.465
2004-08-12,gpm3,0.075
2004-08-12,gpm4,16.35
2004-08-12,gpm5,29.355
2004-08-12,gpm6,23.405
2004-08-13,gpm1,0.065
2004-08-13,gpm2,0.585
2004-08-13,gpm3,0.005
2004-08-13,gpm4,0.005
2004-08-13,gpm5,0.355
2004-08-13,gpm6,0.135
2004-08-14,gpm1,4.6
2004-08-14,gpm2,7.71
2004-08-14,gpm3,3.55
2004-08-14,gpm4,7.91
2004-08-14,gpm5,13.395
2004-08-14,gpm6,8.355
2004-08-15,gpm1,1.625
2004-08-15,gpm2,1.56
2004-08-15,gpm3,2.475
2004-08-15,gpm4,1.84
2004-08-15,gpm5,1.965
2004-08-15,gpm6,1.635
2004-08-16,gpm1,0.02
2004-08-16,gpm2,0.0
2004-08-16,gpm3,0.0
2004-08-16,gpm4,0.035
2004-08-16,gpm5,0.815
2004-08-16,gpm6,0.0
2004-08-17,gpm1,0.0
2004-08-17,gpm2,0.0
2004-08-17,gpm3,0.0
2004-08-17,gpm4,0.0
2004-08-17,gpm5,0.27
2004-08-17,gpm6,0.0
2004-08-18,gpm1,0.0
2004-08-18,gpm2,0.0
2004-08-18,gpm3,0.0
2004-08-18,gpm4,1.445
2004-08-18,gpm5,0.925
2004-08-18,gpm6,0.425
2004-08-19,gpm1,2.585
2004-08-19,gpm2,3.38
2004-08-19,gpm3,5.375
2004-08-19,gpm4,6.565
2004-08-19,gpm5,9.42
2004-08-19,gpm6,9.875
2004-08-20,gpm1,3.83
2004-08-20,gpm2,4.075
2004-08-20,gpm3,4.965
2004-08-20,gpm4,4.065
2004-08-20,gpm5,9.425
2004-08-20,gpm6,10.54
2004-08-21,gpm1,0.3
2004-08-21,gpm2,1.505
2004-08-21,gpm3,0.99
2004-08-21,gpm4,3.175
2004-08-21,gpm5,1.855
2004-08-21,gpm6,1.03
2004-08-22,gpm1,3.38
2004-08-22,gpm2,3.98
2004-08-22,gpm3,5.345
2004-08-22,gpm4,3.725
2004-08-22,gpm5,3.825
2004-08-22,gpm6,3.58
2004-08-23,gpm1,16.635
2004-08-23,gpm2,18.465
2004-08-23,gpm3,9.005
2004-08-23,gpm4,13.845
2004-08-23,gpm5,21.58
2004-08-23,gpm6,18.065
2004-08-24,gpm1,8.78
2004-08-24,gpm2,7.145
2004-08-24,gpm3,6.385
2004-08-24,gpm4,6.235
2004-08-24,gpm5,8.335
2004-08-24,gpm6,8.3
2004-08-25,gpm1,4.425
2004-08-25,gpm2,6.07
2004-08-25,gpm3,6.52
2004-08-25,gpm4,7.105
2004-08-25,gpm5,7.755
2004-08-25,gpm6,9.25
2004-08-26,gpm1,9.775
2004-08-26,gpm2,9.9
2004-08-26,gpm3,14.755
2004-08-26,gpm4,11.345
2004-08-26,gpm5,14.125
2004-08-26,gpm6,13.67
2004-08-27,gpm1,2.635
2004-08-27,gpm2,2.545
2004-08-27,gpm3,2.76
2004-08-27,gpm4,3.735
2004-08-27,gpm5,2.505
2004-08-27,gpm6,4.675
2004-08-28,gpm1,8.805
2004-08-28,gpm2,12.59
2004-08-28,gpm3,12.05
2004-08-28,gpm4,7.105
2004-08-28,gpm5,6.485
2004-08-28,gpm6,6.535
2004-08-29,gpm1,3.39
2004-08-29,gpm2,2.485
2004-08-29,gpm3,1.205
2004-08-29,gpm4,4.945
2004-08-29,gpm5,2.28
2004-08-29,gpm6,1.71
2004-08-30,gpm1,0.92
2004-08-30,gpm2,1.715
2004-08-30,gpm3,1.845
2004-08-30,gpm4,3.97
2004-08-30,gpm5,3.045
2004-08-30,gpm6,2.17
2004-08-31,gpm1,2.36
2004-08-31,gpm2,3.72
2004-08-31,gpm3,2.79
2004-08-31,gpm4,2.345
2004-08-31,gpm5,3.27
2004-08-31,gpm6,3.815
2004-09-01,gpm1,9.04
2004-09-01,gpm2,10.93
2004-09-01,gpm3,7.415
2004-09-01,gpm4,11.035
2004-09-01,gpm5,16.02
2004-09-01,gpm6,25.895
2004-09-02,gpm1,25.17
2004-09-02,gpm2,27.505
2004-09-02,gpm3,34.525
2004-09-02,gpm4,18.915
2004-09-02,gpm5,31.46
2004-09-02,gpm6,36.84
2004-09-03,gpm1,10.295
2004-09-03,gpm2,12.28
2004-09-03,gpm3,5.88
2004-09-03,gpm4,8.16
2004-09-03,gpm5,5.565
2004-09-03,gpm6,4.385
2004-09-04,gpm1,6.365
2004-09-04,gpm2,6.46
2004-09-04,gpm3,5.06
2004-09-04,gpm4,6.815
2004-09-04,gpm5,6.785
2004-09-04,gpm6,3.29
2004-09-05,gpm1,8.3
2004-09-05,gpm2,19.84
2004-09-05,gpm3,33.5
2004-09-05,gpm4,7.415
2004-09-05,gpm5,12.69
2004-09-05,gpm6,15.65
2004-09-06,gpm1,9.185
2004-09-06,gpm2,8.685
2004-09-06,gpm3,5.72
2004-09-06,gpm4,4.565
2004-09-06,gpm5,5.485
2004-09-06,gpm6,2.99
2004-09-07,gpm1,1.235
2004-09-07,gpm2,0.0
2004-09-07,gpm3,0.0
2004-09-07,gpm4,1.405
2004-09-07,gpm5,0.585
2004-09-07,gpm6,0.0
2004-09-08,gpm1,2.8
2004-09-08,gpm2,1.615
2004-09-08,gpm3,1.425
2004-09-08,gpm4,5.03
2004-09-08,gpm5,2.235
2004-09-08,gpm6,2.77
2004-09-09,gpm1,8.83
2004-09-09,gpm2,11.065
2004-09-09,gpm3,12.345
2004-09-09,gpm4,9.135
2004-09-09,gpm5,14.01
2004-09-09,gpm6,12.18
2004-09-10,gpm1,3.465
2004-09-10,gpm2,3.305
2004-09-10,gpm3,4.38
2004-09-10,gpm4,2.68
2004-09-10,gpm5,3.075
2004-09-10,gpm6,6.47
2004-09-11,gpm1,0.085
2004-09-11,gpm2,0.695
2004-09-11,gpm3,0.08
2004-09-11,gpm4,0.22
2004-09-11,gpm5,1.11
2004-09-11,gpm6,3.63
2004-09-12,gpm1,1.21
2004-09-12,gpm2,0.135
2004-09-12,gpm3,2.25
2004-09-12,gpm4,0.955
2004-09-12,gpm5,2.625
2004-09-12,gpm6,1.685
2004-09-13,gpm1,27.04
2004-09-13,gpm2,16.715
2004-09-13,gpm3,17.16
2004-09-13,gpm4,25.5
2004-09-13,gpm5,16.145
2004-09-13,gpm6,16.195
2004-09-14,gpm1,18.555
2004-09-14,gpm2,14.395
2004-09-14,gpm3,6.865
2004-09-14,gpm4,33.875
2004-09-14,gpm5,25.135
2004-09-14,gpm6,17.595
2004-09-15,gpm1,6.28
2004-09-15,gpm2,10.485
2004-09-15,gpm3,9.555
2004-09-15,gpm4,11.755
2004-09-15,gpm5,11.635
2004-09-15,gpm6,8.135
2004-09-16,gpm1,2.765
2004-09-16,gpm2,2.685
2004-09-16,gpm3,5.015
2004-09-16,gpm4,3.25
2004-09-16,gpm5,5.54
2004-09-16,gpm6,10.04
2004-09-17,gpm1,11.62
2004-09-17,gpm2,11.89
2004-09-17,gpm3,11.98
2004-09-17,gpm4,22.925
2004-09-17,gpm5,21.685
2004-09-17,gpm6,27.04
2004-09-18,gpm1,2.705
2004-09-18,gpm2,8.115
2004-09-18,gpm3,12.92
2004-09-18,gpm4,3.795
2004-09-18,gpm5,11.865
2004-09-18,gpm6,11.465
2004-09-19,gpm1,8.725
2004-09-19,gpm2,10.745
2004-09-19,gpm3,7.86
2004-09-19,gpm4,13.82
2004-09-19,gpm5,14.16
2004-09-19,gpm6,6.055
2004-09-20,gpm1,4.11
2004-09-20,gpm2,3.86
2004-09-20,gpm3,12.555
2004-09-20,gpm4,5.19
2004-09-20,gpm5,6.6
2004-09-20,gpm6,4.045
2004-09-21,gpm1,0.0
2004-09-21,gpm2,0.0
2004-09-21,gpm3,0.0
2004-09-21,gpm4,0.0
2004-09-21,gpm5,0.235
2004-09-21,gpm6,0.0
2004-09-22,gpm1,0.065
2004-09-22,gpm2,0.175
2004-09-22,gpm3,1.43
2004-09-22,gpm4,0.385
2004-09-22,gpm5,0.27
2004-09-22,gpm6,0.86
2004-09-23,gpm1,2.845
2004-09-23,gpm2,4.86
2004-09-23,gpm3,12.24
2004-09-23,gpm4,3.415
2004-09-23,gpm5,3.04
2004-09-23,gpm6,10.345
2004-09-24,gpm1,7.835
2004-09-24,gpm2,0.885
2004-09-24,gpm3,0.975
2004-09-24,gpm4,4.375
2004-09-24,gpm5,1.21
2004-09-24,gpm6,3.945
2004-09-25,gpm1,23.265
2004-09-25,gpm2,28.565
2004-09-25,gpm3,31.56
2004-09-25,gpm4,62.54
2004-09-25,gpm5,58.92
2004-09-25,gpm6,47.98
2004-09-26,gpm1,3.415
2004-09-26,gpm2,1.655
2004-09-26,gpm3,0.66
2004-09-26,gpm4,6.1
2004-09-26,gpm5,12.305
2004-09-26,gpm6,1.145
2004-09-27,gpm1,7.525
2004-09-27,gpm2,9.065
2004-09-27,gpm3,8.755
2004-09-27,gpm4,11.39
2004-09-27,gpm5,8.265
2004-09-27,gpm6,9.715
2004-09-28,gpm1,73.5
2004-09-28,gpm2,49.015
2004-09-28,gpm3,37.13
2004-09-28,gpm4,23.655
2004-09-28,gpm5,35.3
2004-09-28,gpm6,39.1
2004-09-29,gpm1,2.96
2004-09-29,gpm2,0.36
2004-09-29,gpm3,1.235
2004-09-29,gpm4,11.77
2004-09-29,gpm5,3.68
2004-09-29,gpm6,3.245
2004-09-30,gpm1,0.42
2004-09-30,gpm2,0.845
2004-09-30,gpm3,0.37
2004-09-30,gpm4,0.64
2004-09-30,gpm5,0.905
2004-09-30,gpm6,0.805
2004-10-01,gpm1,11.845
2004-10-01,gpm2,12.44
2004-10-01,gpm3,4.545
2004-10-01,gpm4,17.76
2004-10-01,gpm5,7.505
2004-10-01,gpm6,4.785
2004-10-02,gpm1,0.645
2004-10-02,gpm2,1.305
2004-10-02,gpm3,1.875
2004-10-02,gpm4,0.46
2004-10-02,gpm5,0.875
2004-10-02,gpm6,1.915
2004-10-03,gpm1,0.175
2004-10-03,gpm2,2.125
2004-10-03,gpm3,0.0
2004-10-03,gpm4,3.305
2004-10-03,gpm5,6.095
2004-10-03,gpm6,0.625
2004-10-04,gpm1,0.225
2004-10-04,gpm2,0.1
2004-10-04,gpm3,0.105
2004-10-04,gpm4,0.78
2004-10-04,gpm5,0.665
2004-10-04,gpm6,0.02
2004-10-05,gpm1,0.0
2004-10-05,gpm2,0.505
2004-10-05,gpm3,0.0
2004-10-05,gpm4,1.36
2004-10-05,gpm5,5.765
2004-10-05,gpm6,0.0
2004-10-06,gpm1,4.325
2004-10-06,gpm2,9.3
2004-10-06,gpm3,11.185
2004-10-06,gpm4,7.015
2004-10-06,gpm5,6.685
2004-10-06,gpm6,4.56
2004-10-07,gpm1,11.595
2004-10-07,gpm2,11.515
2004-10-07,gpm3,10.575
2004-10-07,gpm4,12.47
2004-10-07,gpm5,12.48
2004-10-07,gpm6,18.35
2004-10-08,gpm1,16.43
2004-10-08,gpm2,8.105
2004-10-08,gpm3,6.61
2004-10-08,gpm4,8.825
2004-10-08,gpm5,2.845
2004-10-08,gpm6,5.3
2004-10-09,gpm1,6.465
2004-10-09,gpm2,8.975
2004-10-09,gpm3,16.965
2004-10-09,gpm4,5.365
2004-10-09,gpm5,7.275
2004-10-09,gpm6,14.33
2004-10-10,gpm1,7.36
2004-10-10,gpm2,11.43
2004-10-10,gpm3,14.795
2004-10-10,gpm4,5.765
2004-10-10,gpm5,12.18
2004-10-10,gpm6,13.49
2004-10-11,gpm1,14.665
2004-10-11,gpm2,13.975
2004-10-11,gpm3,11.87
2004-10-11,gpm4,9.665
2004-10-11,gpm5,10.62
2004-10-11,gpm6,9.825
2004-10-12,gpm1,63.38
2004-10-12,gpm2,5.65
2004-10-12,gpm3,12.74
2004-10-12,gpm4,11.045
2004-10-12,gpm5,9.495
2004-10-12,gpm6,8.665
2004-10-13,gpm1,2.75
2004-10-13,gpm2,2.565
2004-10-13,gpm3,1.065
2004-10-13,gpm4,1.9
2004-10-13,gpm5,1.58
2004-10-13,gpm6,1.44
2004-10-14,gpm1,5.72
2004-10-14,gpm2,3.7
2004-10-14,gpm3,3.08
2004-10-14,gpm4,9.26
2004-10-14,gpm5,28.0
2004-10-14,gpm6,12.58
2004-10-15,gpm1,17.86
2004-10-15,gpm2,37.49
2004-10-15,gpm3,29.32
2004-10-15,gpm4,25.11
2004-10-15,gpm5,28.295
2004-10-15,gpm6,11.31
2004-10-16,gpm1,0.17
2004-10-16,gpm2,0.26
2004-10-16,gpm3,0.04
2004-10-16,gpm4,0.005
2004-10-16,gpm5,0.16
2004-10-16,gpm6,0.27
2004-10-17,gpm1,0.0
2004-10-17,gpm2,0.09
2004-10-17,gpm3,0.11
2004-10-17,gpm4,0.17
2004-10-17,gpm5,0.32
2004-10-17,gpm6,0.665
2004-10-18,gpm1,9.725
2004-10-18,gpm2,20.68
2004-10-18,gpm3,21.65
2004-10-18,gpm4,16.68
2004-10-18,gpm5,22.67
2004-10-18,gpm6,38.05
2004-10-19,gpm1,7.835
2004-10-19,gpm2,7.46
2004-10-19,gpm3,14.41
2004-10-19,gpm4,12.91
2004-10-19,gpm5,9.985
2004-10-19,gpm6,9.59
2004-10-20,gpm1,2.095
2004-10-20,gpm2,1.67
2004-10-20,gpm3,2.14
2004-10-20,gpm4,2.34
2004-10-20,gpm5,3.47
2004-10-20,gpm6,6.34
2004-10-21,gpm1,0.705
2004-10-21,gpm2,1.38
2004-10-21,gpm3,0.38
2004-10-21,gpm4,0.03
2004-10-21,gpm5,3.065
2004-10-21,gpm6,1.45
2004-10-22,gpm1,2.25
2004-10-22,gpm2,1.61
2004-10-22,gpm3,0.485
2004-10-22,gpm4,3.75
2004-10-22,gpm5,2.09
2004-10-22,gpm6,0.795
2004-10-23,gpm1,5.235
2004-10-23,gpm2,3.16
2004-10-23,gpm3,1.865
2004-10-23,gpm4,6.18
2004-10-23,gpm5,4.32
2004-10-23,gpm6,3.13
2004-10-24,gpm1,0.0
