location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
plta_redelong,2026-08-27,00:00,Cerah,76.9,Sedang,6,7,0.8571,6.0,18.2,0.94,89.67,6.52,0.0,0.0,18.2,0.94,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0
plta_redelong,2026-08-27,01:00,Cerah,76.8,Sedang,6,7,0.8571,6.0,18.32,1.34,91.4,5.68,0.0,0.0,18.32,1.34,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0
plta_redelong,2026-08-27,02:00,Cerah,76.4,Sedang,6,7,0.8571,6.0,18.1,1.66,88.6,9.09,0.0,0.0,18.1,1.66,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0
plta_redelong,2026-08-27,03:00,Cerah,76.7,Sedang,6,7,0.8571,6.0,17.73,1.9,92.25,2.95,0.0,0.0,17.73,1.9,0.0,0.0,50.0,16.7,33.3,0.0,0.0,0.0
plta_redelong,2026-08-27,04:00,Cerah Berawan,82.0,Tinggi,7,7,1.0,6.6868,17.49,1.86,79.92,13.36,0.0,0.0,17.49,1.86,25.71,180.0,40.2,44.9,15.0,0.0,0.0,0.0
plta_redelong,2026-08-27,05:00,Cerah Berawan,82.1,Tinggi,7,7,1.0,6.6868,17.28,1.82,77.97,12.73,0.0,0.0,17.28,1.82,17.14,120.0,40.2,44.9,15.0,0.0,0.0,0.0
plta_redelong,2026-08-27,06:00,Cerah Berawan,86.2,Tinggi,7,7,1.0,6.9366,17.28,1.71,75.34,12.84,0.0,0.0,17.28,1.71,8.57,60.0,27.9,57.7,14.4,0.0,0.0,0.0
plta_redelong,2026-08-27,07:00,Cerah Berawan,83.3,Tinggi,7,7,1.0,7.2488,17.67,1.45,73.83,12.44,0.0,0.0,17.67,1.45,0.0,0.0,31.0,41.4,27.6,0.0,0.0,0.0
plta_redelong,2026-08-27,08:00,Cerah,86.7,Tinggi,7,7,1.0,6.9366,19.76,1.48,71.43,4.43,0.0,0.0,19.76,1.48,8.57,60.0,56.8,28.8,14.4,0.0,0.0,0.0
plta_redelong,2026-08-27,09:00,Cerah,85.9,Tinggi,7,7,1.0,6.9366,23.3,1.34,58.65,15.93,0.0,0.0,23.3,1.34,8.57,60.0,56.8,28.8,14.4,0.0,0.0,0.0
plta_redelong,2026-08-27,10:00,Cerah,88.1,Tinggi,7,7,1.0,7.2488,24.96,1.58,54.96,6.11,0.0,0.0,25.04,1.71,0.0,0.0,58.6,27.6,13.8,0.0,0.0,0.0
plta_redelong,2026-08-27,11:00,Cerah,90.3,Tinggi,7,7,1.0,6.9366,26.4,1.81,52.23,2.04,0.0,0.0,26.51,1.97,8.57,60.0,71.2,14.4,14.4,0.0,0.0,0.0
plta_redelong,2026-08-27,12:00,Cerah,90.1,Tinggi,7,7,1.0,6.9366,27.11,1.84,50.85,5.04,0.0,0.0,27.41,2.1,8.57,60.0,71.2,14.4,14.4,0.0,0.0,0.0
plta_redelong,2026-08-27,13:00,Cerah,91.6,Tinggi,7,7,1.0,7.2488,28.02,1.19,49.0,7.35,0.0,0.0,27.8,0.94,0.0,0.0,72.4,0.0,27.6,0.0,0.0,0.0
plta_redelong,2026-08-27,14:00,Cerah Berawan,79.3,Sedang,7,7,1.0,6.9366,26.83,2.0,50.85,5.81,0.1,0.14,27.41,2.68,8.57,60.0,27.9,28.8,14.4,28.8,0.0,0.0
plta_redelong,2026-08-27,15:00,Hujan Ringan,86.1,Tinggi,7,7,1.0,6.9366,25.53,2.32,63.39,9.19,0.17,0.14,26.18,3.12,8.57,60.0,13.5,28.8,0.0,57.7,0.0,0.0
plta_redelong,2026-08-27,16:00,Hujan Ringan,86.7,Tinggi,7,7,1.0,7.2488,24.56,2.09,68.97,6.97,0.23,0.21,24.27,2.17,0.0,0.0,17.2,13.8,13.8,55.2,0.0,0.0
plta_redelong,2026-08-27,17:00,Hujan Ringan,86.2,Tinggi,7,7,1.0,6.9366,23.45,1.67,77.66,10.07,0.26,0.34,23.45,1.67,8.57,60.0,13.5,0.0,28.8,57.7,0.0,0.0
plta_redelong,2026-08-27,18:00,Hujan Ringan,83.2,Tinggi,7,7,1.0,6.9366,21.88,1.01,86.59,6.74,0.22,0.3,21.88,1.01,8.57,60.0,13.5,0.0,28.8,43.2,14.4,0.0
