issue_date,valid_date,lead_day,rain_mm,discharge_proxy_observed_m3s,discharge_modelled_m3s
2020-02-02,2020-02-04,2,2.9440476780366454,6.71,7.049306475438454
2020-02-02,2020-02-05,3,0.0017924882779398466,6.78,7.106974724665467
2020-02-03,2020-02-04,1,2.9440476780366454,6.71,6.174555655487675
2020-02-03,2020-02-05,2,0.0017924882779398466,6.78,6.281380184269958
2020-02-03,2020-02-06,3,0.10506219572269594,5.53,6.397816595903732
2020-02-04,2020-02-05,1,0.0017924882779398466,6.78,6.786735443656743
2020-02-04,2020-02-06,2,0.10506219572269594,5.53,6.874773614513172
2020-02-04,2020-02-07,3,0.042291753245174514,5.08,6.948373340934779
2020-02-05,2020-02-06,1,0.10506219572269594,5.53,6.868416666473431
2020-02-05,2020-02-07,2,0.042291753245174514,5.08,6.942373619099156
2020-02-05,2020-02-08,3,0.764366642608007,12.27,7.121355568708268
2020-02-06,2020-02-07,1,0.042291753245174514,5.08,5.679168752738473
2020-02-06,2020-02-08,2,0.764366642608007,12.27,5.929136004824806
2020-02-06,2020-02-09,3,1.4042369575603757,15.98,6.2618077217920565
2020-02-07,2020-02-08,1,0.764366642608007,12.27,5.363637305361678
2020-02-07,2020-02-09,2,1.4042369575603757,15.98,5.728087000154105
2020-02-07,2020-02-10,3,5.3575672506459595,14.0,6.669817952210391
2020-02-08,2020-02-09,1,1.4042369575603757,15.98,12.246349349431414
2020-02-08,2020-02-10,2,5.3575672506459595,14.0,12.821789102956792
2020-02-08,2020-02-11,3,2.7225725210830283,11.59,12.966469161270135
2020-02-09,2020-02-10,1,5.3575672506459595,14.0,16.34562871825091
2020-02-09,2020-02-11,2,2.7225725210830283,11.59,16.2922879902024
2020-02-09,2020-02-12,3,1.0639678619090522,11.08,15.991156220696851
2020-02-10,2020-02-11,1,2.7225725210830283,11.59,14.078470958636958
2020-02-10,2020-02-12,2,1.0639678619090522,11.08,13.901743769734113
2020-02-10,2020-02-13,3,29.47064113338615,13.42,18.030164774348194
2020-02-11,2020-02-12,1,1.0639678619090522,11.08,11.553111461508264
2020-02-11,2020-02-13,2,29.47064113338615,13.42,15.813512938369499
2020-02-11,2020-02-14,3,3.21625505244142,14.35,15.864721272713915
2020-02-12,2020-02-13,1,29.47064113338615,13.42,15.366987790051557
2020-02-12,2020-02-14,2,3.21625505244142,14.35,15.443288430134434
2020-02-12,2020-02-15,3,5.094788424937066,18.5,15.799344101481179
2020-02-13,2020-02-14,1,3.21625505244142,14.35,13.605710856015978
2020-02-13,2020-02-15,2,5.094788424937066,18.5,14.06502847908395
2020-02-13,2020-02-16,3,0.0,19.42,13.728179947123254
2020-02-14,2020-02-15,1,5.094788424937066,18.5,14.767492586272132
2020-02-14,2020-02-16,2,0.0,19.42,14.391169359069163
2020-02-14,2020-02-17,3,0.5447766952620425,20.38,14.118366160763918
2020-02-15,2020-02-16,1,0.0,19.42,17.913929981268847
2020-02-15,2020-02-17,2,0.5447766952620425,20.38,17.443166630195883
2020-02-15,2020-02-18,3,8.820871856402725,18.41,18.25024054471153
2020-02-16,2020-02-17,1,0.5447766952620425,20.38,18.864603634379275
2020-02-16,2020-02-18,2,8.820871856402725,18.41,19.591800453436154
2020-02-16,2020-02-19,3,1.1584129650330275,16.34,19.119534399401523
2020-02-17,2020-02-18,1,8.820871856402725,18.41,21.0220397141002
2020-02-17,2020-02-19,2,1.1584129650330275,16.34,20.46940192525304
2020-02-17,2020-02-20,3,0.35469711540174076,16.66,19.82629394014788
2020-02-18,2020-02-19,1,1.1584129650330275,16.34,18.004144759356684
2020-02-18,2020-02-20,2,0.35469711540174076,16.66,17.499570934675923
2020-02-18,2020-02-21,3,0.10467263202456394,21.08,16.98554660916075
2020-02-19,2020-02-20,1,0.35469711540174076,16.66,15.928942137974726
2020-02-19,2020-02-21,2,0.10467263202456394,21.08,15.503178682237927
2020-02-19,2020-02-22,3,0.08561787133294012,18.01,15.098459671329982
2020-02-20,2020-02-21,1,0.10467263202456394,21.08,16.193155034172346
2020-02-20,2020-02-22,2,0.08561787133294012,18.01,15.749663072535276
2020-02-20,2020-02-23,3,0.0588803899015349,15.44,15.32705014015356
2020-02-21,2020-02-22,1,0.08561787133294012,18.01,20.361893700422662
2020-02-21,2020-02-23,2,0.0588803899015349,15.44,19.680098275213368
2020-02-21,2020-02-24,3,0.5445656432586232,13.13,19.110053876922255
2020-02-22,2020-02-23,1,0.0588803899015349,15.44,17.46036831969438
2020-02-22,2020-02-24,2,0.5445656432586232,13.13,17.015060776450554
2020-02-22,2020-02-25,3,0.0,11.68,16.512436335512042
2020-02-23,2020-02-24,1,0.5445656432586232,13.13,15.108226262798333
2020-02-23,2020-02-25,2,0.0,11.68,14.71275564015976
2020-02-23,2020-02-26,3,7.229011927093837,9.74,15.43256753167208
2020-02-24,2020-02-25,1,0.0,11.68,12.84569502702971
2020-02-24,2020-02-26,2,7.229011927093837,9.74,13.67042565808756
2020-02-24,2020-02-27,3,0.6395346990954454,8.77,13.452452207058537
2020-02-25,2020-02-26,1,7.229011927093837,9.74,12.57023640632318
2020-02-25,2020-02-27,2,0.6395346990954454,8.77,12.414087659186947
2020-02-25,2020-02-28,3,16.374436451867076,8.16,14.645901720104352
2020-02-26,2020-02-27,1,0.6395346990954454,8.77,9.742895278686518
2020-02-26,2020-02-28,2,16.374436451867076,8.16,12.124815948717103
2020-02-26,2020-02-29,3,18.464678880820863,7.2,14.688939599776106
2020-02-27,2020-02-28,1,16.374436451867076,8.16,11.206592138986517
2020-02-27,2020-02-29,2,18.464678880820863,7.2,13.822315017226536
2020-02-27,2020-03-01,3,0.0,8.77,13.499105673147438
2020-02-28,2020-02-29,1,18.464678880820863,7.2,10.946924929680605
2020-02-28,2020-03-01,2,0.0,8.77,10.785297004847061
2020-02-28,2020-03-02,3,0.0,10.12,10.632751697915495
2020-02-29,2020-03-01,1,0.0,8.77,7.248929053354087
2020-02-29,2020-03-02,2,0.0,10.12,7.295108557727833
2020-02-29,2020-03-03,3,1.8291667299262764,9.09,7.615271279843287
2020-03-01,2020-03-02,1,0.0,10.12,8.730703518559942
2020-03-01,2020-03-03,2,1.8291667299262764,9.09,8.970193544390561
2020-03-01,2020-03-04,3,0.0006180129160158585,7.41,8.919740711508881
2020-03-02,2020-03-03,1,1.8291667299262764,9.09,10.28141905445312
2020-03-02,2020-03-04,2,0.0006180129160158585,7.41,10.157282417838324
2020-03-02,2020-03-05,3,1.3501027535403245,5.84,10.244169768201484
2020-03-03,2020-03-04,1,0.0006180129160158585,7.41,9.03281469029161
2020-03-03,2020-03-05,2,1.3501027535403245,5.84,9.182891063980609
2020-03-03,2020-03-06,3,10.859042056263034,4.87,10.762328451045017
2020-03-04,2020-03-05,1,1.3501027535403245,5.84,7.651269809308596
2020-03-04,2020-03-06,2,10.859042056263034,4.87,9.316776052612186
2020-03-04,2020-03-07,3,11.14177301438216,6.28,10.931440020845672
2020-03-05,2020-03-06,1,10.859042056263034,4.87,7.607289840490047
2020-03-05,2020-03-07,2,11.14177301438216,6.28,9.31801771655009
2020-03-05,2020-03-08,3,0.2679516134587099,10.09,9.288441086362376
2020-03-06,2020-03-07,1,11.14177301438216,6.28,6.734548806036992
2020-03-06,2020-03-08,2,0.2679516134587099,10.09,6.850149198941036
2020-03-06,2020-03-09,3,0.9483690029087797,9.02,7.062135650208295
2020-03-07,2020-03-08,1,0.2679516134587099,10.09,6.421143584943951
2020-03-07,2020-03-09,2,0.9483690029087797,9.02,6.657237838583556
2020-03-07,2020-03-10,3,0.0890179411831596,8.16,6.750127112986763
2020-03-08,2020-03-09,1,0.9483690029087797,9.02,10.119924305040085
2020-03-08,2020-03-10,2,0.0890179411831596,8.16,10.01822927031745
2020-03-08,2020-03-11,3,15.79921789502434,7.28,12.297702015243585
2020-03-09,2020-03-10,1,0.0890179411831596,8.16,8.980114780592803
2020-03-09,2020-03-11,2,15.79921789502434,7.28,11.317923962482954
2020-03-09,2020-03-12,3,0.1781302890241711,7.91,11.16238199522999
2020-03-10,2020-03-11,1,15.79921789502434,7.28,10.543895210622878
2020-03-10,2020-03-12,2,0.1781302890241711,7.91,10.431849485776857
2020-03-10,2020-03-13,3,0.4752519324161952,11.39,10.371026258673474
2020-03-11,2020-03-12,1,0.1781302890241711,7.91,7.351367587554774
2020-03-11,2020-03-13,2,0.4752519324161952,11.39,7.46365083363249
2020-03-11,2020-03-14,3,0.0,14.1,7.4977641317024055
2020-03-12,2020-03-13,1,0.4752519324161952,11.39,7.990891116560949
2020-03-12,2020-03-14,2,0.0,14.1,7.9953763535312605
2020-03-12,2020-03-15,3,3.7429701751917075,11.85,8.565563511125095
2020-03-13,2020-03-14,1,0.0,14.1,11.203473645209206
2020-03-13,2020-03-15,2,3.7429701751917075,11.85,11.593383032592893
2020-03-13,2020-03-16,3,7.579226356905333,9.72,12.541440846289591
2020-03-14,2020-03-15,1,3.7429701751917075,11.85,14.327140223882573
2020-03-14,2020-03-16,2,7.579226356905333,9.72,15.121575623439863
2020-03-14,2020-03-17,3,6.166489781993443,9.07,15.657755897159237
2020-03-15,2020-03-16,1,7.579226356905333,9.72,12.783637323768835
2020-03-15,2020-03-17,2,6.166489781993443,9.07,13.451197124115081
2020-03-15,2020-03-18,3,0.25053300102007076,9.45,13.186724323971575
2020-03-16,2020-03-17,1,6.166489781993443,9.07,10.559719699266505
2020-03-16,2020-03-18,2,0.25053300102007076,9.45,10.457732339984439
2020-03-16,2020-03-19,3,1.2785453121314392,9.99,10.51691621692562
2020-03-17,2020-03-18,1,0.25053300102007076,9.45,9.051726855470264
2020-03-17,2020-03-19,2,1.2785453121314392,9.99,9.189920659669257
2020-03-17,2020-03-20,3,0.6604482090506492,8.4,9.22688964833646
2020-03-18,2020-03-19,1,1.2785453121314392,9.99,9.56581300090582
2020-03-18,2020-03-20,2,0.6604482090506492,8.4,9.581658866750972
2020-03-18,2020-03-21,3,12.022985754672893,6.82,11.314681188574122
2020-03-19,2020-03-20,1,0.6604482090506492,8.4,9.982008843649098
2020-03-19,2020-03-21,2,12.022985754672893,6.82,11.692533655397941
2020-03-19,2020-03-22,3,0.4644207339957678,6.38,11.55922904934611
2020-03-20,2020-03-21,1,12.022985754672893,6.82,10.199425178806173
2020-03-20,2020-03-22,2,0.4644207339957678,6.38,10.15002521852057
2020-03-20,2020-03-23,3,0.5661333358919932,6.74,10.118780673653326
2020-03-21,2020-03-22,1,0.4644207339957678,6.38,6.960505513406734
2020-03-21,2020-03-23,2,0.5661333358919932,6.74,7.10849477855231
2020-03-21,2020-03-24,3,0.0,7.34,7.16256593196925
2020-03-22,2020-03-23,1,0.5661333358919932,6.74,6.56061054499988
2020-03-22,2020-03-24,2,0.0,7.34,6.645469838232389
2020-03-22,2020-03-25,3,15.851027087458943,6.62,9.122307261318756
2020-03-23,2020-03-24,1,0.0,7.34,6.81477857310269
2020-03-23,2020-03-25,2,15.851027087458943,6.62,9.282101758176795
2020-03-23,2020-03-26,3,5.7513205335423905,5.97,10.083653515274769
2020-03-24,2020-03-25,1,15.851027087458943,6.62,9.77780857279808
2020-03-24,2020-03-26,2,5.7513205335423905,5.97,10.551504279691553
2020-03-24,2020-03-27,3,0.24179391897472755,5.84,10.448657194085335
2020-03-25,2020-03-26,1,5.7513205335423905,5.97,7.571147522251845
2020-03-25,2020-03-27,2,0.24179391897472755,5.84,7.6357804167745815
2020-03-25,2020-03-28,3,2.2855969176267723,9.74,8.005813519591896
2020-03-26,2020-03-27,1,0.24179391897472755,5.84,6.124608752124639
2020-03-26,2020-03-28,2,2.2855969176267723,9.74,6.5795615544830355
2020-03-26,2020-03-29,3,1.249894699834348,10.38,6.852345617291967
2020-03-27,2020-03-28,1,2.2855969176267723,9.74,6.310946279659855
2020-03-27,2020-03-29,2,1.249894699834348,10.38,6.598825072580348
2020-03-27,2020-03-30,3,0.6375745803159316,11.27,6.777941066643876
2020-03-28,2020-03-29,1,1.249894699834348,10.38,9.83518446278364
2020-03-28,2020-03-30,2,0.6375745803159316,11.27,9.83243450908492
2020-03-28,2020-03-31,3,0.18763040811423823,11.19,9.761805500415797
2020-03-29,2020-03-30,1,0.6375745803159316,11.27,10.346634350673844
2020-03-29,2020-03-31,2,0.18763040811423823,11.19,10.247110083396286
2020-03-29,2020-04-01,3,0.25052697119817113,9.62,10.16268878724544
2020-03-30,2020-03-31,1,0.18763040811423823,11.19,11.118587561880187
2020-03-30,2020-04-01,2,0.25052697119817113,9.62,10.985193930315141
2020-03-30,2020-04-02,3,1.8697661511163979,8.18,11.104132566419425
2020-03-31,2020-04-01,1,0.25052697119817113,9.62,11.052593374457835
2020-03-31,2020-04-02,2,1.8697661511163979,8.18,11.167744525209052
2020-03-31,2020-04-03,3,14.91375710194211,8.84,13.248735046553811
2020-04-01,2020-04-02,1,1.8697661511163979,8.18,9.815655174065922
2020-04-01,2020-04-03,2,14.91375710194211,8.84,11.97262582668079
2020-04-01,2020-04-04,3,11.728842684410564,9.09,13.526812938639994
2020-04-02,2020-04-03,1,14.91375710194211,8.84,10.428885654188608
2020-04-02,2020-04-04,2,11.728842684410564,9.09,12.06982264022509
2020-04-02,2020-04-05,3,8.685066673579222,10.53,13.158315158747625
2020-04-03,2020-04-04,1,11.728842684410564,9.09,10.570223792767393
2020-04-03,2020-04-05,2,8.685066673579222,10.53,11.74298568090371
2020-04-03,2020-04-06,3,14.184530845928098,11.82,13.681388453075185
2020-04-04,2020-04-05,1,8.685066673579222,10.53,10.345942484143908
2020-04-04,2020-04-06,2,14.184530845928098,11.82,12.362851551324717
2020-04-04,2020-04-07,3,5.536870899797219,15.52,12.95885602946046
2020-04-05,2020-04-06,1,14.184530845928098,11.82,12.536566027200372
2020-04-05,2020-04-07,2,5.536870899797219,15.52,13.12280868843445
2020-04-05,2020-04-08,3,11.999827463646586,16.78,14.65333584561165
2020-04-06,2020-04-07,1,5.536870899797219,15.52,12.446509808345587
2020-04-06,2020-04-08,2,11.999827463646586,16.78,14.015041316081081
2020-04-06,2020-04-09,3,7.12637444460994,18.19,14.758541740512566
2020-04-07,2020-04-08,1,11.999827463646586,16.78,16.91581793076526
2020-04-07,2020-04-09,2,7.12637444460994,18.19,17.49631035000639
2020-04-07,2020-04-10,3,0.03753174460345928,17.92,16.972317246866787
2020-04-08,2020-04-09,1,7.12637444460994,18.19,17.36812465464011
2020-04-08,2020-04-10,2,0.03753174460345928,17.92,16.851334896421942
2020-04-08,2020-04-11,3,0.20141805155704773,18.05,16.388366284702744
2020-04-09,2020-04-10,1,0.03753174460345928,17.92,17.6270252788019
2020-04-09,2020-04-11,2,0.20141805155704773,18.05,17.120467049999807
2020-04-09,2020-04-12,3,9.214064516165385,15.44,18.005127443953924
2020-04-10,2020-04-11,1,0.20141805155704773,18.05,17.396978171542578
2020-04-10,2020-04-12,2,9.214064516165385,15.44,18.266100131372724
2020-04-10,2020-04-13,3,8.578392252545605,13.0,18.990265610864
2020-04-11,2020-04-12,1,9.214064516165385,15.44,18.88242565406715
2020-04-11,2020-04-13,2,8.578392252545605,13.0,19.5719569623183
2020-04-11,2020-04-14,3,3.7776309292472923,11.22,19.49684357118574
2020-04-12,2020-04-13,1,8.578392252545605,13.0,16.32297706896399
2020-04-12,2020-04-14,2,3.7776309292472923,11.22,16.4304388298229
2020-04-12,2020-04-15,3,2.827458866907005,12.52,16.388191519186666
2020-04-13,2020-04-14,1,3.7776309292472923,11.22,13.294195155137908
2020-04-13,2020-04-15,2,2.827458866907005,12.52,13.428187828860803
2020-04-13,2020-04-16,3,4.675235203973644,13.49,13.834042950189941
2020-04-14,2020-04-15,1,2.827458866907005,12.52,11.470551257690708
2020-04-14,2020-04-16,2,4.675235203973644,13.49,11.98641499903517
2020-04-14,2020-04-17,3,20.29052961872048,12.65,14.834392901177985
2020-04-15,2020-04-16,1,4.675235203973644,13.49,12.976890380497785
2020-04-15,2020-04-17,2,20.29052961872048,12.65,15.769208906697944
2020-04-15,2020-04-18,3,15.978267377087503,14.81,17.752580693468577
2020-04-16,2020-04-17,1,20.29052961872048,12.65,16.25348453219468
2020-04-16,2020-04-18,2,15.978267377087503,14.81,18.209642639954346
2020-04-16,2020-04-19,3,6.239007134825073,17.24,18.583255148456114
2020-04-17,2020-04-18,1,15.978267377087503,14.81,14.808654509017819
2020-04-17,2020-04-19,2,6.239007134825073,17.24,15.37338421285743
2020-04-17,2020-04-20,3,0.050693613531969633,16.74,14.970678246050575
2020-04-18,2020-04-19,1,6.239007134825073,17.24,15.374654094501098
2020-04-18,2020-04-20,2,0.050693613531969633,16.74,14.971876767192882
2020-04-18,2020-04-21,3,11.077913058176255,16.7,16.25909865341711
2020-04-19,2020-04-20,1,0.050693613531969633,16.74,16.732400290469673
2020-04-19,2020-04-21,2,11.077913058176255,16.7,17.92069024716602
2020-04-19,2020-04-22,3,22.09779605463469,14.6,20.708460710787055
2020-04-20,2020-04-21,1,11.077913058176255,16.7,17.927862893997244
2020-04-20,2020-04-22,2,22.09779605463469,14.6,20.715230293540202
2020-04-20,2020-04-23,3,15.555855891546729,14.85,22.356791825401306
2020-04-21,2020-04-22,1,22.09779605463469,14.6,19.556366673731997
2020-04-21,2020-04-23,2,15.555855891546729,14.85,21.263050092606512
2020-04-21,2020-04-24,3,3.1637246880140424,16.26,21.00008099402459
2020-04-22,2020-04-23,1,15.555855891546729,14.85,16.585204501948326
2020-04-22,2020-04-24,2,3.1637246880140424,16.26,16.585105103315605
2020-04-22,2020-04-25,3,6.194361972402251,18.95,17.043257312258334
2020-04-23,2020-04-24,1,3.1637246880140424,16.26,14.947409738412881
2020-04-23,2020-04-25,2,6.194361972402251,18.95,15.497591596653976
2020-04-23,2020-04-26,3,14.305802425014722,24.0,17.243342570181483
2020-04-24,2020-04-25,1,6.194361972402251,18.95,16.736421362830836
2020-04-24,2020-04-26,2,14.305802425014722,24.0,18.412556783084547
2020-04-24,2020-04-27,3,38.28374907086521,29.83,23.62007607458396
2020-04-25,2020-04-26,1,14.305802425014722,24.0,20.501744236130687
2020-04-25,2020-04-27,2,38.28374907086521,29.83,25.591862457356083
2020-04-25,2020-04-28,3,17.076562245741126,58.98,27.189321212984705
2020-04-26,2020-04-27,1,38.28374907086521,29.83,28.8935351093693
2020-04-26,2020-04-28,2,17.076562245741126,58.98,30.30545766408132
2020-04-26,2020-04-29,3,1.4488248367689924,68.5,29.2750534256631
2020-04-27,2020-04-28,1,17.076562245741126,58.98,31.189298277137603
2020-04-27,2020-04-29,2,1.4488248367689924,68.5,30.109226961802392
2020-04-27,2020-04-30,3,10.510578559310133,64.01,30.4600278512033
2020-04-28,2020-04-29,1,1.4488248367689924,68.5,56.338241091159006
2020-04-28,2020-04-30,2,10.510578559310133,64.01,55.215112809422564
2020-04-28,2020-05-01,3,41.03474435452096,66.14,58.77048977668555
2020-04-29,2020-04-30,1,10.510578559310133,64.01,66.69344644197697
2020-04-29,2020-05-01,2,41.03474435452096,66.14,69.60380294855352
2020-04-29,2020-05-02,3,0.3527795321888085,68.02,66.1993166040737
2020-04-30,2020-05-01,1,41.03474435452096,66.14,67.07115172787265
2020-04-30,2020-05-02,2,0.3527795321888085,68.02,63.808986726317414
2020-04-30,2020-05-03,3,1.486430560204445,68.98,60.901550955573406
2020-05-01,2020-05-02,1,0.3527795321888085,68.02,62.93016070491996
2020-05-01,2020-05-03,2,1.486430560204445,68.98,60.07211021807965
2020-05-01,2020-05-04,3,6.28996979851443,66.45,58.10098354940256
2020-05-02,2020-05-03,1,1.486430560204445,68.98,64.87592798843059
2020-05-02,2020-05-04,2,6.28996979851443,66.45,62.634852662528765
2020-05-02,2020-05-05,3,14.691411076872571,70.61,61.790049488025446
2020-05-03,2020-05-04,1,6.28996979851443,66.45,66.5082979555922
2020-05-03,2020-05-05,2,14.691411076872571,70.61,65.44582804065807
2020-05-03,2020-05-06,3,2.9635112682430527,71.61,62.669751876555345
2020-05-04,2020-05-05,1,14.691411076872571,70.61,65.39080611583627
2020-05-04,2020-05-06,2,2.9635112682430527,71.61,62.61782188723851
2020-05-04,2020-05-07,3,9.535380550812654,64.92,60.99436068747716
2020-05-05,2020-05-06,1,2.9635112682430527,71.61,67.5437252162273
2020-05-05,2020-05-07,2,9.535380550812654,64.92,65.6434548091129
2020-05-05,2020-05-08,3,17.284418607652217,61.37,65.02165884588736
2020-05-06,2020-05-07,1,9.535380550812654,64.92,69.48122687478478
2020-05-06,2020-05-08,2,17.284418607652217,61.37,68.64376881416312
2020-05-06,2020-05-09,3,22.59223002756288,59.81,68.65593639959988
2020-05-07,2020-05-08,1,17.284418607652217,61.37,64.33885829628618
2020-05-07,2020-05-09,2,22.59223002756288,59.81,64.59293864139211
2020-05-07,2020-05-10,3,17.533451756430164,63.42,64.06783095749951
2020-05-08,2020-05-09,1,22.59223002756288,59.81,61.79091417371605
2020-05-08,2020-05-10,2,17.533451756430164,63.42,61.423265156808796
2020-05-08,2020-05-11,3,27.558547567354204,64.31,62.59211572001199
2020-05-09,2020-05-10,1,17.533451756430164,63.42,59.55366767886179
2020-05-09,2020-05-11,2,27.558547567354204,64.31,60.827579539734835
2020-05-09,2020-05-12,3,8.543224487237016,57.61,59.15470183694692
2020-05-10,2020-05-11,1,27.558547567354204,64.31,64.47664483111234
2020-05-10,2020-05-12,2,8.543224487237016,57.61,62.59870933416485
2020-05-10,2020-05-13,3,37.79907918654952,57.48,65.24992082565483
2020-05-11,2020-05-12,1,8.543224487237016,57.61,62.44142904403695
2020-05-11,2020-05-13,2,37.79907918654952,57.48,65.10147883980024
2020-05-11,2020-05-14,3,9.141498221577223,56.94,63.27889272669948
2020-05-12,2020-05-13,1,37.79907918654952,57.48,60.54155005769331
2020-05-12,2020-05-14,2,9.141498221577223,56.94,58.97520735569102
2020-05-12,2020-05-15,3,22.33221920345101,54.46,59.491381154712386
2020-05-13,2020-05-14,1,9.141498221577223,56.94,56.08569990381875
2020-05-13,2020-05-15,2,22.33221920345101,54.46,56.764248441842085
2020-05-13,2020-05-16,3,48.57686943646438,62.39,61.37297565752351
2020-05-14,2020-05-15,1,22.33221920345101,54.46,57.570541478876656
2020-05-14,2020-05-16,2,48.57686943646438,62.39,62.13395937328855
2020-05-14,2020-05-17,3,12.952768501539804,71.44,61.05441310433309
2020-05-15,2020-05-16,1,48.57686943646438,62.39,59.198213553949
2020-05-15,2020-05-17,2,12.952768501539804,71.44,58.2836403709368
2020-05-15,2020-05-18,3,1.0987593190448046,68.02,55.6280816339299
2020-05-16,2020-05-17,1,12.952768501539804,71.44,61.29606562835624
2020-05-16,2020-05-18,2,1.0987593190448046,68.02,58.47122483443009
2020-05-16,2020-05-19,3,16.264497416519117,57.61,58.09825284147699
2020-05-17,2020-05-18,1,1.0987593190448046,68.02,68.04512478896879
2020-05-17,2020-05-19,2,16.264497416519117,57.61,67.13415123961137
2020-05-17,2020-05-20,3,9.568810560042287,49.0,65.26195144974541
2020-05-18,2020-05-19,1,16.264497416519117,57.61,67.1104383283135
2020-05-18,2020-05-20,2,9.568810560042287,49.0,65.239571076206
2020-05-18,2020-05-21,3,2.447968274122618,45.34,62.3971330162123
2020-05-19,2020-05-20,1,9.568810560042287,49.0,56.27300615699711
2020-05-19,2020-05-21,2,2.447968274122618,45.34,53.934440699082145
2020-05-19,2020-05-22,3,4.426005334491377,42.35,52.026378132788366
2020-05-20,2020-05-21,1,2.447968274122618,45.34,47.07013827314374
2020-05-20,2020-05-22,2,4.426005334491377,42.35,45.547812491892735
2020-05-20,2020-05-23,3,1.1925497264650682,44.71,43.62212014448681
2020-05-21,2020-05-22,1,4.426005334491377,42.35,43.914898661052135
2020-05-21,2020-05-23,2,1.1925497264650682,44.71,42.0809672665116
2020-05-21,2020-05-24,3,18.110466730763303,47.64,42.90815825845382
2020-05-22,2020-05-23,1,1.1925497264650682,44.71,40.6040074725104
2020-05-22,2020-05-24,2,18.110466730763303,47.64,41.51419564132854
2020-05-22,2020-05-25,3,10.051256445184443,50.88,41.15464721018729
2020-05-23,2020-05-24,1,18.110466730763303,47.64,45.389453527672586
2020-05-23,2020-05-25,2,10.051256445184443,50.88,44.81213649813139
2020-05-23,2020-05-26,3,1.4731126026111863,55.23,42.97020754679214
2020-05-24,2020-05-25,1,10.051256445184443,50.88,46.93621439332494
2020-05-24,2020-05-26,2,1.4731126026111863,55.23,44.97492371698705
2020-05-24,2020-05-27,3,4.838863800077896,53.83,43.63276375819667
2020-05-25,2020-05-26,1,1.4731126026111863,55.23,48.6970898368708
2020-05-25,2020-05-27,2,4.838863800077896,53.83,47.14576421150756
2020-05-25,2020-05-28,3,20.819592362273625,49.35,48.09797293413518
2020-05-26,2020-05-27,1,4.838863800077896,53.83,53.3115600479462
2020-05-26,2020-05-28,2,20.819592362273625,49.35,53.91728428961757
2020-05-26,2020-05-29,3,5.585714898424149,54.59,52.18553913598506
2020-05-27,2020-05-28,1,20.819592362273625,49.35,54.406590711716845
2020-05-27,2020-05-29,2,5.585714898424149,54.59,52.64734917542961
2020-05-27,2020-05-30,3,2.1232646652937026,59.39,50.46342944120152
2020-05-28,2020-05-29,1,5.585714898424149,54.59,47.87491159732826
2020-05-28,2020-05-30,2,2.1232646652937026,59.39,45.95917712271778
2020-05-28,2020-05-31,3,5.413212338596759,52.7,44.648551518114225
2020-05-29,2020-05-30,1,2.1232646652937026,59.39,52.29691376391458
2020-05-29,2020-05-31,2,5.413212338596759,52.7,50.630141532206544
2020-05-29,2020-06-01,3,21.86362129341901,44.92,51.544408918350705
2020-05-30,2020-05-31,1,5.413212338596759,52.7,57.32463456668711
2020-05-30,2020-06-01,2,21.86362129341901,44.92,57.86270754000151
2020-05-30,2020-06-02,3,2.0986008336303503,46.32,55.381983503567426
2020-05-31,2020-06-01,1,21.86362129341901,44.92,53.49795250062233
2020-05-31,2020-06-02,2,2.0986008336303503,46.32,51.26250416329313
2020-05-31,2020-06-03,3,21.586047935996625,47.42,52.09926583601283
2020-06-01,2020-06-02,1,2.0986008336303503,46.32,43.166586342165175
2020-06-01,2020-06-03,2,21.586047935996625,47.42,44.45829494445077
2020-06-01,2020-06-04,3,4.622112064405562,43.57,43.1123928973698
2020-06-02,2020-06-03,1,21.586047935996625,47.42,47.434503757451424
2020-06-02,2020-06-04,2,4.622112064405562,43.57,45.921354822353884
2020-06-02,2020-06-05,3,6.546623364135402,42.95,44.78423148447293
2020-06-03,2020-06-04,1,4.622112064405562,43.57,45.90766609786913
2020-06-03,2020-06-05,2,6.546623364135402,42.95,44.77131199249666
2020-06-03,2020-06-06,3,2.7191119867009728,41.76,43.12007788307906
2020-06-04,2020-06-05,1,6.546623364135402,42.95,42.56501012498081
2020-06-04,2020-06-06,2,2.7191119867009728,41.76,41.03775828446697
2020-06-04,2020-06-07,3,0.4071237323687739,41.66,39.24674671435004
2020-06-05,2020-06-06,1,2.7191119867009728,41.76,41.40111380431807
2020-06-05,2020-06-07,2,0.4071237323687739,41.66,39.58968361314428
2020-06-05,2020-06-08,3,10.680086400586145,40.02,39.43336430582445
2020-06-06,2020-06-07,1,0.4071237323687739,41.66,39.928402339689725
2020-06-06,2020-06-08,2,10.680086400586145,40.02,39.753048866258894
2020-06-06,2020-06-09,3,9.870044706728613,35.81,39.465067356135506
2020-06-07,2020-06-08,1,10.680086400586145,40.02,41.387340074576066
2020-06-07,2020-06-09,2,9.870044706728613,35.81,41.00752021039972
2020-06-07,2020-06-10,3,4.984811439502733,31.66,39.91037487815989
2020-06-08,2020-06-09,1,9.870044706728613,35.81,39.717017275521066
2020-06-08,2020-06-10,2,4.984811439502733,31.66,38.692391250022055
2020-06-08,2020-06-11,3,6.1696125486935935,32.73,37.90449095225507
2020-06-09,2020-06-10,1,4.984811439502733,31.66,35.00492727933081
