tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
09-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-09 00:00:00,18.0,97.0,0.1,5.6,0.0,1.0,Hujan Ringan,wmo:51
09-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-09 01:00:00,17.6,97.0,0.1,6.9,0.0,1.0,Hujan Ringan,wmo:51
09-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-09 02:00:00,17.2,97.0,0.0,7.1,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-09 03:00:00,16.9,96.0,0.0,7.1,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-09 04:00:00,16.7,95.0,0.0,6.9,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-09 05:00:00,16.5,95.0,0.0,6.9,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-09 06:00:00,16.4,95.0,0.0,6.9,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-09 07:00:00,17.0,91.0,0.0,6.6,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-09 08:00:00,18.9,80.0,0.0,6.1,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-09 09:00:00,21.5,66.0,0.0,5.9,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-09 10:00:00,23.7,55.0,0.0,6.5,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-09 11:00:00,25.3,48.0,0.0,8.1,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-09 12:00:00,26.5,44.0,0.0,10.1,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-09-09 13:00:00,26.5,47.0,0.0,10.4,0.0,1.0,Berawan,wmo:3
09-09-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-09-09 14:00:00,24.3,61.0,2.8,7.3,0.0,1.0,Hujan Sedang,wmo:81
09-09-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-09-09 15:00:00,21.0,81.0,2.8,3.8,0.0,1.0,Hujan Sedang,wmo:81
09-09-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-09-09 16:00:00,18.7,96.0,2.8,3.4,0.0,1.0,Hujan Sedang,wmo:81
09-09-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-09-09 17:00:00,18.3,100,0.5,1.0,0.0,1.0,Hujan Ringan,wmo:53
